Index,"Region, development group, country or area of destination",Coverage,Data type,Location code of destination,"Region, development group, country or area of origin",Location code of origin,1990_total,1995_total,2000_total,2005_total,2010_total,2015_total,2020_total,2024_total,1990_males,1995_males,2000_males,2005_males,2010_males,2015_males,2020_males,2024_males,1990_females,1995_females,2000_females,2005_females,2010_females,2015_females,2020_females,2024_females
25545,Venezuela (Bolivarian Republic of),,B R,862,Panama,591,783,632,507,486,470,473,452,431,783,632,507,486,470,473,452,431,783,632,507,486,470,473,452,431
25547,Venezuela (Bolivarian Republic of),,B R,862,Argentina,32,4514,4329,4119,4300,4530,4786,4583,4372,4514,4329,4119,4300,4530,4786,4583,4372,4514,4329,4119,4300,4530,4786,4583,4372
25548,Venezuela (Bolivarian Republic of),,B R,862,Bolivia (Plurinational State of),68,1063,969,877,888,909,949,907,865,1063,969,877,888,909,949,907,865,1063,969,877,888,909,949,907,865
25549,Venezuela (Bolivarian Republic of),,B R,862,Brazil,76,2193,2322,2440,2638,2878,3090,2958,2822,2193,2322,2440,2638,2878,3090,2958,2822,2193,2322,2440,2638,2878,3090,2958,2822
25550,Venezuela (Bolivarian Republic of),,B R,862,Chile,152,10598,8933,7550,7339,7200,7369,7056,6732,10598,8933,7550,7339,7200,7369,7056,6732,10598,8933,7550,7339,7200,7369,7056,6732
25551,Venezuela (Bolivarian Republic of),,B R,862,Colombia,170,295840,310277,322828,354187,482798,503720,482502,460314,295840,310277,322828,354187,482798,503720,482502,460314,295840,310277,322828,354187,482798,503720,482502,460314
25552,Venezuela (Bolivarian Republic of),,B R,862,Ecuador,218,12419,13714,15022,16145,17512,18878,18079,17248,12419,13714,15022,16145,17512,18878,18079,17248,12419,13714,15022,16145,17512,18878,18079,17248
25553,Venezuela (Bolivarian Republic of),,B R,862,French Guiana*,254,15,14,14,14,16,17,15,15,15,14,14,14,16,17,15,15,15,14,14,14,16,17,15,15
25554,Venezuela (Bolivarian Republic of),,B R,862,Guyana,328,2321,2884,3557,3884,4280,4666,4467,4261,2321,2884,3557,3884,4280,4666,4467,4261,2321,2884,3557,3884,4280,4666,4467,4261
25555,Venezuela (Bolivarian Republic of),,B R,862,Paraguay,600,184,152,126,117,110,110,104,99,184,152,126,117,110,110,104,99,184,152,126,117,110,110,104,99
25556,Venezuela (Bolivarian Republic of),,B R,862,Peru,604,12966,14552,16203,17581,19253,20801,19921,19005,12966,14552,16203,17581,19253,20801,19921,19005,12966,14552,16203,17581,19253,20801,19921,19005
25557,Venezuela (Bolivarian Republic of),,B R,862,Suriname,740,57,42,32,28,25,23,21,20,57,42,32,28,25,23,21,20,57,42,32,28,25,23,21,20
25558,Venezuela (Bolivarian Republic of),,B R,862,Uruguay,858,2845,2508,2194,2184,2194,2269,2172,2072,2845,2508,2194,2184,2194,2269,2172,2072,2845,2508,2194,2184,2194,2269,2172,2072
25560,Venezuela (Bolivarian Republic of),,B R,862,Canada,124,464,455,444,474,510,543,519,495,464,455,444,474,510,543,519,495,464,455,444,474,510,543,519,495
25561,Venezuela (Bolivarian Republic of),,B R,862,United States of America*,840,5748,5335,4913,5100,5343,5615,5376,5129,5748,5335,4913,5100,5343,5615,5376,5129,5748,5335,4913,5100,5343,5615,5376,5129
25564,Venezuela (Bolivarian Republic of),,B R,862,Australia*,36,63,62,61,64,67,72,67,64,63,62,61,64,67,72,67,64,63,62,61,64,67,72,67,64
25565,Venezuela (Bolivarian Republic of),,B R,862,New Zealand*,554,8,8,8,8,9,10,8,7,8,8,8,8,9,10,8,7,8,8,8,8,9,10,8,7
25776,Bermuda*,33,B,60,South Africa,710,13,22,26,55,96,108,120,123,13,22,26,55,96,108,120,123,13,22,26,55,96,108,120,123
25778,Bermuda*,33,B,60,Ghana,288,7,14,18,14,10,10,8,8,7,14,18,14,10,10,8,8,7,14,18,14,10,10,8,8
25779,Bermuda*,33,B,60,Nigeria,566,7,13,17,16,13,13,11,11,7,13,17,16,13,13,11,11,7,13,17,16,13,13,11,11
25782,Bermuda*,33,B,60,China,156,29,45,54,49,26,46,31,31,29,45,54,49,26,46,31,31,29,45,54,49,26,46,31,31
25783,Bermuda*,33,B,60,Japan,392,31,113,168,91,19,21,18,19,31,113,168,91,19,21,18,19,31,113,168,91,19,21,18,19
25785,Bermuda*,33,B,60,India,356,65,93,106,111,105,98,161,165,65,93,106,111,105,98,161,165,65,93,106,111,105,98,161,165
25786,Bermuda*,33,B,60,Pakistan,586,5,8,9,8,7,11,12,12,5,8,9,8,7,11,12,12,5,8,9,8,7,11,12,12
25788,Bermuda*,33,B,60,Malaysia,458,4,7,9,16,26,17,22,22,4,7,9,16,26,17,22,22,4,7,9,16,26,17,22,22
25789,Bermuda*,33,B,60,Philippines,608,44,82,200,392,603,673,953,974,44,82,200,392,603,673,953,974,44,82,200,392,603,673,953,974
25791,Bermuda*,33,B,60,Israel,376,5,16,23,17,11,8,6,6,5,16,23,17,11,8,6,6,5,16,23,17,11,8,6,6
25792,Bermuda*,33,B,60,Türkiye,792,11,6,..,2,1,2,1,1,11,6,..,2,1,2,1,1,11,6,..,2,1,2,1,1
25795,Bermuda*,33,B,60,Poland,616,11,17,19,19,18,18,24,25,11,17,19,19,18,18,24,25,11,17,19,19,18,18,24,25
25796,Bermuda*,33,B,60,Romania,642,6,3,..,12,39,50,54,55,6,3,..,12,39,50,54,55,6,3,..,12,39,50,54,55
25798,Bermuda*,33,B,60,Denmark*,208,8,10,10,12,14,10,9,9,8,10,10,12,14,10,9,9,8,10,10,12,14,10,9,9
25799,Bermuda*,33,B,60,Ireland,372,29,31,29,72,135,147,171,175,29,31,29,72,135,147,171,175,29,31,29,72,135,147,171,175
25800,Bermuda*,33,B,60,United Kingdom*,826,2025,2044,2188,2105,2047,2053,1972,2017,2025,2044,2188,2105,2047,2053,1972,2017,2025,2044,2188,2105,2047,2053,1972,2017
25802,Bermuda*,33,B,60,Greece,300,37,37,32,28,4,3,1,1,37,37,32,28,4,3,1,1,37,37,32,28,4,3,1,1
25803,Bermuda*,33,B,60,Italy,380,25,27,22,24,25,23,20,20,25,27,22,24,25,23,20,20,25,27,22,24,25,23,20,20
25804,Bermuda*,33,B,60,Portugal,620,1343,1489,753,710,680,678,706,721,1343,1489,753,710,680,678,706,721,1343,1489,753,710,680,678,706,721
25805,Bermuda*,33,B,60,Spain*,724,29,29,26,28,17,20,14,14,29,29,26,28,17,20,14,14,29,29,26,28,17,20,14,14
25807,Bermuda*,33,B,60,Austria,40,18,15,10,10,9,12,15,15,18,15,10,10,9,12,15,15,18,15,10,10,9,12,15,15
25808,Bermuda*,33,B,60,Belgium,56,10,8,5,9,13,6,3,3,10,8,5,9,13,6,3,3,10,8,5,9,13,6,3,3
25809,Bermuda*,33,B,60,France*,250,36,44,46,42,38,51,46,47,36,44,46,42,38,51,46,47,36,44,46,42,38,51,46,47
25810,Bermuda*,33,B,60,Germany,276,109,106,75,82,92,88,82,83,109,106,75,82,92,88,82,83,109,106,75,82,92,88,82,83
25811,Bermuda*,33,B,60,Switzerland,756,41,47,46,38,28,28,24,25,41,47,46,38,28,28,24,25,41,47,46,38,28,28,24,25
25814,Bermuda*,33,B,60,Cuba,192,6,8,9,14,20,17,16,17,6,8,9,14,20,17,16,17,6,8,9,14,20,17,16,17
25815,Bermuda*,33,B,60,Dominican Republic,214,4,5,5,33,79,103,158,161,4,5,5,33,79,103,158,161,4,5,5,33,79,103,158,161
25816,Bermuda*,33,B,60,Haiti,332,362,450,473,315,7,5,2,2,362,450,473,315,7,5,2,2,362,450,473,315,7,5,2,2
25817,Bermuda*,33,B,60,Jamaica,388,218,249,552,631,722,813,868,887,218,249,552,631,722,813,868,887,218,249,552,631,722,813,868,887
25818,Bermuda*,33,B,60,Trinidad and Tobago,780,16,20,78,94,114,103,102,104,16,20,78,94,114,103,102,104,16,20,78,94,114,103,102,104
25819,Bermuda*,33,B,60,Turks and Caicos Islands*,796,85,73,52,28,2,..,..,..,85,73,52,28,2,..,..,..,85,73,52,28,2,..,..,..
25821,Bermuda*,33,B,60,Guyana,328,23,30,32,43,56,56,55,56,23,30,32,43,56,56,55,56,23,30,32,43,56,56,55,56
25823,Bermuda*,33,B,60,Canada,124,1311,1289,1239,1249,1275,1233,1142,1167,1311,1289,1239,1249,1275,1233,1142,1167,1311,1289,1239,1249,1275,1233,1142,1167
25824,Bermuda*,33,B,60,United States of America*,840,1809,1770,1733,1841,1990,2073,2080,2126,1809,1770,1733,1841,1990,2073,2080,2126,1809,1770,1733,1841,1990,2073,2080,2126
25827,Bermuda*,33,B,60,Australia*,36,18,21,21,35,51,66,86,88,18,21,21,35,51,66,86,88,18,21,21,35,51,66,86,88
25856,Canada,,B,124,Burundi,108,169,401,936,1863,3205,4445,6464,8901,169,401,936,1863,3205,4445,6464,8901,169,401,936,1863,3205,4445,6464,8901
25857,Canada,,B,124,Eritrea,232,1210,1650,2208,3002,3873,6819,13360,19823,1210,1650,2208,3002,3873,6819,13360,19823,1210,1650,2208,3002,3873,6819,13360,19823
25858,Canada,,B,124,Ethiopia,231,4323,5117,6476,9476,12646,16670,20893,25146,4323,5117,6476,9476,12646,16670,20893,25146,4323,5117,6476,9476,12646,16670,20893,25146
25859,Canada,,B,124,Kenya,404,8219,9073,10140,11674,13406,14976,15445,16103,8219,9073,10140,11674,13406,14976,15445,16103,8219,9073,10140,11674,13406,14976,15445,16103
25860,Canada,,B,124,Mauritius,480,2601,2908,3246,4603,6534,8145,8920,10054,2601,2908,3246,4603,6534,8145,8920,10054,2601,2908,3246,4603,6534,8145,8920,10054
25861,Canada,,B,124,Rwanda,646,119,381,976,1761,2795,3355,4115,5053,119,381,976,1761,2795,3355,4115,5053,119,381,976,1761,2795,3355,4115,5053
25862,Canada,,B,124,Somalia,706,1891,4041,9262,10794,12514,15110,17473,19807,1891,4041,9262,10794,12514,15110,17473,19807,1891,4041,9262,10794,12514,15110,17473,19807
25863,Canada,,B,124,Uganda,800,4377,4765,5135,5505,6340,6942,7846,8167,4377,4765,5135,5505,6340,6942,7846,8167,4377,4765,5135,5505,6340,6942,7846,8167
25864,Canada,,B,124,United Republic of Tanzania,834,9002,9362,9874,10178,9958,10866,10969,10785,9002,9362,9874,10178,9958,10866,10969,10785,9002,9362,9874,10178,9958,10866,10969,10785
25865,Canada,,B,124,Zimbabwe,716,1058,1308,1610,3152,4846,5849,6275,7531,1058,1308,1610,3152,4846,5849,6275,7531,1058,1308,1610,3152,4846,5849,6275,7531
25867,Canada,,B,124,Cameroon,120,102,293,712,1268,3565,8878,13908,22917,102,293,712,1268,3565,8878,13908,22917,102,293,712,1268,3565,8878,13908,22917
25868,Canada,,B,124,Democratic Republic of the Congo,180,564,1430,3503,6811,9936,13685,16768,21244,564,1430,3503,6811,9936,13685,16768,21244,564,1430,3503,6811,9936,13685,16768,21244
25870,Canada,,B,124,Algeria,12,1209,3041,7183,13497,22457,30319,37236,47843,1209,3041,7183,13497,22457,30319,37236,47843,1209,3041,7183,13497,22457,30319,37236,47843
25871,Canada,,B,124,Egypt,818,12602,14378,16447,18805,23060,30181,34397,37698,12602,14378,16447,18805,23060,30181,34397,37698,12602,14378,16447,18805,23060,30181,34397,37698
25872,Canada,,B,124,Libya,434,191,363,695,1092,2320,3827,3819,5050,191,363,695,1092,2320,3827,3819,5050,191,363,695,1092,2320,3827,3819,5050
25873,Canada,,B,124,Morocco,504,7398,9210,11186,17064,25904,33553,39775,46814,7398,9210,11186,17064,25904,33553,39775,46814,7398,9210,11186,17064,25904,33553,39775,46814
25874,Canada,,B,124,Sudan,729,415,1100,2358,5157,6319,5490,7316,9647,415,1100,2358,5157,6319,5490,7316,9647,415,1100,2358,5157,6319,5490,7316,9647
25875,Canada,,B,124,Tunisia,788,766,1139,1595,2564,4069,7647,10424,13910,766,1139,1595,2564,4069,7647,10424,13910,766,1139,1595,2564,4069,7647,10424,13910
25877,Canada,,B,124,South Africa,710,11891,14282,17273,19238,21484,23706,25532,26441,11891,14282,17273,19238,21484,23706,25532,26441,11891,14282,17273,19238,21484,23706,25532,26441
25879,Canada,,B,124,Côte d'Ivoire,384,135,235,439,955,2432,5482,8704,14353,135,235,439,955,2432,5482,8704,14353,135,235,439,955,2432,5482,8704,14353
25880,Canada,,B,124,Ghana,288,2583,4215,7186,9181,10724,11858,12615,13406,2583,4215,7186,9181,10724,11858,12615,13406,2583,4215,7186,9181,10724,11858,12615,13406
25881,Canada,,B,124,Guinea,324,60,142,377,990,1801,2644,3065,3907,60,142,377,990,1801,2644,3065,3907,60,142,377,990,1801,2644,3065,3907
25882,Canada,,B,124,Nigeria,566,1006,1848,3557,6314,13204,22979,36698,55944,1006,1848,3557,6314,13204,22979,36698,55944,1006,1848,3557,6314,13204,22979,36698,55944
25883,Canada,,B,124,Senegal,686,162,297,546,915,2208,3621,4604,6517,162,297,546,915,2208,3621,4604,6517,162,297,546,915,2208,3621,4604,6517
25886,Canada,,B,124,Kazakhstan,398,2894,2358,1821,3239,4815,6732,7587,8428,2894,2358,1821,3239,4815,6732,7587,8428,2894,2358,1821,3239,4815,6732,7587,8428
25887,Canada,,B,124,Uzbekistan,860,1492,1102,796,1378,2270,3336,3791,4120,1492,1102,796,1378,2270,3336,3791,4120,1492,1102,796,1378,2270,3336,3791,4120
25889,Canada,,B,124,China,156,74946,116933,195056,245626,336300,402791,400503,431022,74946,116933,195056,245626,336300,402791,400503,431022,74946,116933,195056,245626,336300,402791,400503,431022
25890,Canada,,B,124,"China, Hong Kong SAR",344,71913,119657,122673,113799,110812,113637,113450,109321,71913,119657,122673,113799,110812,113637,113450,109321,71913,119657,122673,113799,110812,113637,113450,109321
25891,Canada,,B,124,"China, Macao SAR",446,2075,2656,3518,3335,3006,3280,3065,2835,2075,2656,3518,3335,3006,3280,3065,2835,2075,2656,3518,3335,3006,3280,3065,2835
25892,Canada,,B,124,"China, Taiwan Province of China",158,7473,23694,29486,34413,35791,35662,36485,36440,7473,23694,29486,34413,35791,35662,36485,36440,7473,23694,29486,34413,35791,35662,36485,36440
25893,Canada,,B,124,Japan,392,6897,8493,10829,14333,21039,24807,22801,24368,6897,8493,10829,14333,21039,24807,22801,24368,6897,8493,10829,14333,21039,24807,22801,24368
25894,Canada,,B,124,Republic of Korea,410,15804,23596,34558,48278,67370,79160,76170,82701,15804,23596,34558,48278,67370,79160,76170,82701,15804,23596,34558,48278,67370,79160,76170,82701
25896,Canada,,B,124,Afghanistan,4,1993,4355,9351,16948,20325,25636,30593,35899,1993,4355,9351,16948,20325,25636,30593,35899,1993,4355,9351,16948,20325,25636,30593,35899
25897,Canada,,B,124,Bangladesh,50,1456,3696,8990,15369,21400,28469,33589,39040,1456,3696,8990,15369,21400,28469,33589,39040,1456,3696,8990,15369,21400,28469,33589,39040
25898,Canada,,B,124,Bhutan,64,..,4,16,38,969,2129,2071,3088,..,4,16,38,969,2129,2071,3088,..,4,16,38,969,2129,2071,3088
25899,Canada,,B,124,India,356,79677,113181,149333,209634,273969,342457,430927,503784,79677,113181,149333,209634,273969,342457,430927,503784,79677,113181,149333,209634,273969,342457,430927,503784
25900,Canada,,B,124,Iran (Islamic Republic of),364,11641,18632,30617,42674,58001,76041,88487,104382,11641,18632,30617,42674,58001,76041,88487,104382,11641,18632,30617,42674,58001,76041,88487,104382
25901,Canada,,B,124,Nepal,524,43,140,340,1452,3753,6770,9143,14617,43,140,340,1452,3753,6770,9143,14617,43,140,340,1452,3753,6770,9143,14617
25902,Canada,,B,124,Pakistan,586,10571,19577,34073,61238,75873,97665,113365,131494,10571,19577,34073,61238,75873,97665,113365,131494,10571,19577,34073,61238,75873,97665,113365,131494
25903,Canada,,B,124,Sri Lanka,144,9821,19533,38269,51424,65427,68216,69619,73375,9821,19533,38269,51424,65427,68216,69619,73375,9821,19533,38269,51424,65427,68216,69619,73375
25905,Canada,,B,124,Brunei Darussalam,96,2031,2045,2033,2038,1942,2154,2185,2096,2031,2045,2033,2038,1942,2154,2185,2096,2031,2045,2033,2038,1942,2154,2185,2096
25906,Canada,,B,124,Cambodia,116,9029,9312,9543,10674,12621,12834,12609,12613,9029,9312,9543,10674,12621,12834,12609,12613,9029,9312,9543,10674,12621,12834,12609,12613
25907,Canada,,B,124,Indonesia,360,3710,4247,4961,6363,7522,8627,9091,9535,3710,4247,4961,6363,7522,8627,9091,9535,3710,4247,4961,6363,7522,8627,9091,9535
25908,Canada,,B,124,Lao People's Democratic Republic,418,6870,6873,6969,7191,7345,7416,7139,6874,6870,6873,6969,7191,7345,7416,7139,6874,6870,6873,6969,7191,7345,7416,7139,6874
25909,Canada,,B,124,Malaysia,458,8097,9351,11094,11864,12825,13772,13671,13802,8097,9351,11094,11864,12825,13772,13671,13802,8097,9351,11094,11864,12825,13772,13671,13802
25910,Canada,,B,124,Myanmar,104,1169,1459,1826,2320,3896,4264,4633,5318,1169,1459,1826,2320,3896,4264,4633,5318,1169,1459,1826,2320,3896,4264,4633,5318
25911,Canada,,B,124,Philippines,608,67629,107227,134460,170346,274236,354674,404820,482107,67629,107227,134460,170346,274236,354674,404820,482107,67629,107227,134460,170346,274236,354674,404820,482107
25912,Canada,,B,124,Singapore,702,3161,3824,4685,5372,6277,7155,6884,7049,3161,3824,4685,5372,6277,7155,6884,7049,3161,3824,4685,5372,6277,7155,6884,7049
25913,Canada,,B,124,Thailand,764,3103,3847,4666,5630,8346,10829,11339,12476,3103,3847,4666,5630,8346,10829,11339,12476,3103,3847,4666,5630,8346,10829,11339,12476
25914,Canada,,B,124,Viet Nam,704,52205,68134,74653,82918,87937,93867,98467,99997,52205,68134,74653,82918,87937,93867,98467,99997,52205,68134,74653,82918,87937,93867,98467,99997
25916,Canada,,B,124,Armenia,51,1090,1022,965,1204,1858,2202,2768,3010,1090,1022,965,1204,1858,2202,2768,3010,1090,1022,965,1204,1858,2202,2768,3010
25917,Canada,,B,124,Azerbaijan,31,1064,713,413,1128,1455,2114,2747,3252,1064,713,413,1128,1455,2114,2747,3252,1064,713,413,1128,1455,2114,2747,3252
25918,Canada,,B,124,Cyprus,196,2020,2087,2132,1985,1910,2038,2079,1954,2020,2087,2132,1985,1910,2038,2079,1954,2020,2087,2132,1985,1910,2038,2079,1954
25919,Canada,,B,124,Iraq,368,2470,5053,10226,15237,23032,32811,40185,49872,2470,5053,10226,15237,23032,32811,40185,49872,2470,5053,10226,15237,23032,32811,40185,49872
25920,Canada,,B,124,Israel,376,7801,7680,7547,9838,11648,13765,13731,14220,7801,7680,7547,9838,11648,13765,13731,14220,7801,7680,7547,9838,11648,13765,13731,14220
25921,Canada,,B,124,Jordan,400,819,1277,1991,3484,4371,6304,7983,9626,819,1277,1991,3484,4371,6304,7983,9626,819,1277,1991,3484,4371,6304,7983,9626
25922,Canada,,B,124,Kuwait,414,973,1967,3849,4545,6206,7542,8197,9081,973,1967,3849,4545,6206,7542,8197,9081,973,1967,3849,4545,6206,7542,8197,9081
25923,Canada,,B,124,Lebanon,422,23352,26330,30426,35014,38126,42139,44585,46313,23352,26330,30426,35014,38126,42139,44585,46313,23352,26330,30426,35014,38126,42139,44585,46313
25924,Canada,,B,124,Saudi Arabia,682,625,1572,3519,5330,8819,12637,14079,16732,625,1572,3519,5330,8819,12637,14079,16732,625,1572,3519,5330,8819,12637,14079,16732
25925,Canada,,B,124,State of Palestine,275,1505,1802,2145,2564,3279,3772,4053,4348,1505,1802,2145,2564,3279,3772,4053,4348,1505,1802,2145,2564,3279,3772,4053,4348
25926,Canada,,B,124,Syrian Arab Republic,760,5036,6059,7369,9136,10663,23909,43857,62036,5036,6059,7369,9136,10663,23909,43857,62036,5036,6059,7369,9136,10663,23909,43857,62036
25927,Canada,,B,124,Türkiye,792,5622,6540,7466,9905,12220,13092,15901,17298,5622,6540,7466,9905,12220,13092,15901,17298,5622,6540,7466,9905,12220,13092,15901,17298
25928,Canada,,B,124,United Arab Emirates,784,423,1048,2435,4300,6562,10056,13324,17379,423,1048,2435,4300,6562,10056,13324,17379,423,1048,2435,4300,6562,10056,13324,17379
25931,Canada,,B,124,Belarus,112,2473,2364,2199,3400,5335,6042,6552,7125,2473,2364,2199,3400,5335,6042,6552,7125,2473,2364,2199,3400,5335,6042,6552,7125
25932,Canada,,B,124,Bulgaria,100,1056,2036,4096,7685,8841,9572,9899,10933,1056,2036,4096,7685,8841,9572,9899,10933,1056,2036,4096,7685,8841,9572,9899,10933
25933,Canada,,B,124,Czechia,203,12224,9915,8026,10912,10933,11437,10559,10010,12224,9915,8026,10912,10933,11437,10559,10010,12224,9915,8026,10912,10933,11437,10559,10010
25934,Canada,,B,124,Hungary,348,26938,25942,24044,22813,21025,20048,17053,14897,26938,25942,24044,22813,21025,20048,17053,14897,26938,25942,24044,22813,21025,20048,17053,14897
25935,Canada,,B,124,Poland,616,92751,99439,96449,92011,85710,82015,75396,69596,92751,99439,96449,92011,85710,82015,75396,69596,92751,99439,96449,92011,85710,82015,75396,69596
25936,Canada,,B,124,Republic of Moldova*,498,4037,2395,1264,2363,5558,8779,10264,11618,4037,2395,1264,2363,5558,8779,10264,11618,4037,2395,1264,2363,5558,8779,10264,11618
25937,Canada,,B,124,Romania,642,15582,21092,28670,41611,43457,47497,46230,47356,15582,21092,28670,41611,43457,47497,46230,47356,15582,21092,28670,41611,43457,47497,46230,47356
25938,Canada,,B,124,Russian Federation,643,16798,20666,25128,33881,40347,45853,46695,49056,16798,20666,25128,33881,40347,45853,46695,49056,16798,20666,25128,33881,40347,45853,46695,49056
25939,Canada,,B,124,Slovakia,703,8342,6716,5403,7668,7086,7887,7266,6795,8342,6716,5403,7668,7086,7887,7266,6795,8342,6716,5403,7668,7086,7887,7266,6795
25940,Canada,,B,124,Ukraine*,804,16023,20427,26456,31906,36471,41131,43825,46388,16023,20427,26456,31906,36471,41131,43825,46388,16023,20427,26456,31906,36471,41131,43825,46388
25942,Canada,,B,124,Denmark*,208,9918,9206,8460,8210,7164,6595,5615,4793,9918,9206,8460,8210,7164,6595,5615,4793,9918,9206,8460,8210,7164,6595,5615,4793
25943,Canada,,B,124,Finland*,246,9566,8758,8073,7320,5957,5913,5046,4430,9566,8758,8073,7320,5957,5913,5046,4430,9566,8758,8073,7320,5957,5913,5046,4430
25944,Canada,,B,124,Ireland,372,14989,14258,13593,11738,15034,16397,14084,13686,14989,14258,13593,11738,15034,16397,14084,13686,14989,14258,13593,11738,15034,16397,14084,13686
25945,Canada,,B,124,Latvia,428,899,1853,3734,3824,3572,3385,2902,2536,899,1853,3734,3824,3572,3385,2902,2536,899,1853,3734,3824,3572,3385,2902,2536
25946,Canada,,B,124,Lithuania,440,919,1808,3425,3722,2920,3006,2894,2579,919,1808,3425,3722,2920,3006,2894,2579,919,1808,3425,3722,2920,3006,2894,2579
25947,Canada,,B,124,Norway*,578,3930,3440,3042,2549,2493,2271,1922,1729,3930,3440,3042,2549,2493,2271,1922,1729,3930,3440,3042,2549,2493,2271,1922,1729
25948,Canada,,B,124,Sweden,752,4272,3986,3691,3716,4064,4138,3655,3457,4272,3986,3691,3716,4064,4138,3655,3457,4272,3986,3691,3716,4064,4138,3655,3457
25949,Canada,,B,124,United Kingdom*,826,392283,357793,328027,308845,292192,272215,239630,214821,392283,357793,328027,308845,292192,272215,239630,214821,392283,357793,328027,308845,292192,272215,239630,214821
25951,Canada,,B,124,Albania,8,53,355,1956,4738,6561,7969,8687,10576,53,355,1956,4738,6561,7969,8687,10576,53,355,1956,4738,6561,7969,8687,10576
25952,Canada,,B,124,Andorra,20,5,5,5,16,23,29,33,48,5,5,5,16,23,29,33,48,5,5,5,16,23,29,33,48
25953,Canada,,B,124,Bosnia and Herzegovina,70,12241,12265,12407,14150,17290,18225,18259,18344,12241,12265,12407,14150,17290,18225,18259,18344,12241,12265,12407,14150,17290,18225,18259,18344
25954,Canada,,B,124,Croatia,191,12082,14884,18704,19432,20596,20678,18835,17981,12082,14884,18704,19432,20596,20678,18835,17981,12082,14884,18704,19432,20596,20678,18835,17981
